time,session 
30,30156.376 
40,30073.209600000002 
50,30064.458200000005 
60,30059.84 
70,30068.672375000002 
80,30064.600124999997 
90,30066.015874999997 
100,45630.04094444445 
110,33400.4588095238 
120,50072.23471428572 
130,40069.48842857143 
140,54574.352750000005 
150,48331.93247826087 
160,42569.52942857144 
170,52652.5498387097 
180,53901.191361702135 
190,74297.32857894737 
200,100094.25064285715 
210,100088.65079999997 
220,100089.00935714286 
230,100089.63937037038 
240,100098.59784999999 
250,100091.78704166668 
254,100084.32636363637 
