time,users,connected 
0,86,81 
10,199,108 
20,302,113 
30,429,125 
40,516,87 
50,588,70 
60,724,117 
70,861,126 
80,957,96 
90,1080,-68 
100,1162,-13 
110,1215,-10 
120,1337,18 
130,1464,6 
140,1566,1 
150,1685,-13 
160,1841,10 
170,1985,2 
180,2086,-9 
190,2187,-4 
200,2261,0 
210,2316,17 
220,2431,-22 
230,2528,-8 
240,2604,26 
250,2669,3 
260,2798,2 
270,2872,-29 
280,2960,13 
290,3029,-4 
300,3119,17 
310,3210,-5 
320,3272,-20 
330,3278,12 
340,3278,-7 
350,3278,-46 
360,3278,-267 
370,3278,-21 
380,3278,-70 
390,3278,-163 
400,3278,-168 
410,3278,-102 
420,3278,0 
430,3278,0 
440,3278,0 
450,3278,0 
460,3278,0 
467,3278,-1 
