time,recvpackets@tsung_controller@ip-172-31-31-18 
10,714 
20,871 
30,871 
40,1541 
50,1541 
60,1741 
70,2135 
80,2545 
90,2865 
100,3344 
110,3594 
120,3607 
130,3968 
140,4590 
150,4590 
160,4757 
170,5082 
180,5138 
190,5496 
200,5665 
210,5878 
220,6170 
230,6663 
240,7349 
250,7349 
260,7627 
270,8170 
280,8170 
290,8418 
300,8536 
310,8937 
320,9093 
330,9093 
340,9093 
350,9093 
360,9093 
370,9093 
380,9093 
390,9093 
400,9093 
410,9093 
420,9093 
430,9093 
440,9093 
450,9093 
460,9093 
467,9093 
