time,users_count,finish_users_count 
0,9,0 
10,9.8,0 
20,9.9,0 
30,16.3,1.5 
40,14.6,4 
50,15.4,5.4 
60,15.3,6.2 
70,21.3,6.2 
80,20.2,10 
90,25.2,11.3 
100,25.6,13 
110,26.4,15.7 
120,26.6,17.6 
130,27.8,21.3 
140,31.2,21.2 
150,36.2,19.1 
160,34.3,22.4 
170,34.9,24.6 
180,37.6,29.5 
190,37,32.6 
200,36.7,33.6 
210,45.8,32.3 
220,42.4,34.8 
230,45.2,34.9 
240,46.5,34.5 
250,48.1,39.2 
260,47.9,42.4 
270,53.6,40.8 
280,51.7,45.5 
290,51.7,47.5 
300,60.3,44.3 
310,55.1,47.8 
320,62.2,52.6 
330,8.8,45.9 
340,0,46.3 
350,0,53.3 
360,0,48.8 
370,0,33.2 
380,0,37.2 
390,0,29.8 
400,0,32.2 
410,0,12.1 
