time,connect,request 
0,8.59934946756475,34.67003641278597 
10,0.11012088528067679,75.30198404113011 
20,0.6718263044368934,18.9081006625908 
30,0.09679508711132448,96.44619068102685 
40,0.09368579134532626,114.92806312965921 
50,1.2904313182127212,129.560946019828 
60,3.2226709953151245,133.6804955366755 
70,0.2800933621012087,137.19580149053922 
80,0.10153394703250729,150.33617269021713 
90,0.14105254565620107,143.70592007156702 
100,0.1612756797293478,178.37337923604093 
110,0.10723650544088781,273.4123216736387 
120,2.8071275200983785,176.13741732268144 
130,0.5030273624205247,219.23913086517425 
140,0.17073800002868708,252.9131495931661 
150,0.1391571205082076,403.3216092928422 
160,0.2038953206308274,550.1005132198618 
170,0,937.0032104708025 
180,0,1109.2897080326518 
190,0,1595.8562641830047 
200,0,1930.0008661083095 
210,0,1777.235068735412 
213,0,1195.896890210875 
