time,200,500,302 
0,0.6,,0.7 
10,0.6,,0.8 
20,2.4,,2.4 
30,3,,1.5 
40,5.5,,2 
50,8.6,,3.7 
60,14.8,,4.9 
70,11.8,,5.3 
80,16.8,,3.3 
90,21.5,,6.3 
100,25.8,,7.6 
110,31.3,,8.1 
120,28,,8.8 
130,33.5,,7.8 
140,33.7,,10.8 
150,39.1,,11.6 
160,35.4,,5.9 
170,32.2,,3.8 
180,32.3,,2.7 
190,30.4,0.5,3.8 
200,27.3,1.1,3.8 
210,26,0,3.9 
213,4.8,0,0 
