time,users_count,finish_users_count 
0,95,0 
10,199,0 
20,302,0 
30,436,21 
40,560,80 
50,712,139 
60,895,191 
70,1080,257 
80,1266,375 
90,1510,512 
100,1751,656 
110,2013,822 
120,2307,1001 
130,2593,1173 
140,2886,1404 
150,3204,1645 
160,3557,1859 
170,3921,2139 
180,4314,2416 
190,4693,2721 
200,5102,3061 
210,5515,3382 
220,5966,3703 
230,6429,4031 
240,6885,4382 
250,7386,4757 
260,7866,5170 
270,8409,5572 
280,8972,6008 
290,9549,6434 
300,10100,6902 
310,10674,7403 
320,11290,7915 
330,11360,8440 
340,11360,9021 
350,11360,9577 
360,11360,10107 
370,11360,10393 
380,11360,10674 
390,11360,10958 
400,11360,11249 
407,11360,11360 
