time,page 
0,40.31922580645161 
10,37.87754807692306 
20,30.005228571428557 
30,27.52231313131315 
40,26.328487288135598 
50,26.834239543726245 
60,27.992896321070216 
70,26.906640109890105 
80,24.562366742596808 
90,30.92702115384614 
100,73.66021731123392 
110,30.37807876712328 
120,39.74928614457838 
130,34.96238988095239 
140,41.492490666666654 
150,40.8576805555556 
160,56.67968458781356 
170,50.339595005428926 
180,63.315410582010614 
190,97.22988076923066 
200,126.37960966542764 
210,90.58813479923519 
220,215.1359217081854 
230,283.01011573236946 
240,686.8383772401439 
250,1153.8511995113993 
260,1432.253444274808 
270,1369.5602099567109 
280,1351.0045158786138 
290,1302.5757731034478 
300,1220.0231434159043 
310,1219.890150127228 
320,1168.6816819852938 
330,855.6876851996844 
340,59.99759399823471 
350,59.84390076335875 
360,33.50159595959594 
370,15.325159369527148 
380,14.665038800705464 
390,14.326264808362373 
400,11.991845208845215 
407,8.604521739130432 
