time,connect,request 
0,9.3,17.5 
10,10.4,20.4 
20,10.5,20.7 
30,12.7,32 
40,12.3,35 
50,15.1,39.5 
60,18.7,49.3 
70,22.6,54.3 
80,23.5,60.4 
90,29.4,75.8 
100,30.3,79.7 
110,31.7,82.2 
120,36.7,96.7 
130,37.8,93.9 
140,38.3,102.8 
150,40.3,109.9 
160,47.5,116.2 
170,48.9,127 
180,50.8,136.1 
190,53.2,143.1 
200,54.7,148.9 
210,55.1,144.8 
220,60.7,155.3 
230,62.8,155.7 
240,66.6,156 
250,82.4,170.2 
260,80.7,180.1 
270,90.2,191.2 
280,89,197.5 
290,95.7,204.4 
300,95.1,210.2 
310,95.3,213.6 
320,103,221.3 
330,52.5,144.4 
340,39.4,113.3 
350,28.5,117.9 
360,28.8,89.1 
370,28.4,57.1 
380,28.3,56.7 
390,29.1,57.4 
400,11.5,40.7 
407,0,11.5 
