time,connect,request 
0,0.808,9.932 
10,0.808,6.83 
20,0.795,6.83 
30,0.745,5.512 
40,0.737,5.512 
50,0.737,5.512 
60,0.737,5.512 
70,0.737,5.512 
80,0.737,5.512 
90,0.676,5.512 
100,0.676,5.512 
110,0.676,5.512 
120,0.655,5.512 
130,0.595,5.512 
140,0.595,5.512 
150,0.595,5.512 
160,0.595,5.512 
170,0.595,5.512 
180,0.589,5.512 
190,0.589,5.512 
200,0.589,5.512 
210,0.589,5.512 
220,0.589,5.512 
230,0.589,5.512 
240,0.585,5.512 
250,0.585,0.417 
260,0.585,0.417 
270,0.585,0.417 
280,0.585,0.417 
290,0.513,0.401 
300,0.513,0.401 
310,0.513,0.401 
320,0.513,0.401 
330,0.513,0.401 
340,0.513,0.401 
350,0.513,0.401 
360,0.487,0.401 
370,0.487,0.401 
380,0.487,0.401 
390,0.487,0.401 
400,0.487,0.401 
407,0.487,0.401 
