time,sentpackets@tsung_controller@ip-172-31-29-214 
10,812 
20,720.0 
30,716.0 
40,1653.0 
50,1565.0 
60,1706.0 
70,2072.0 
80,2444.0 
90,2858.0 
100,3406.0 
110,3595.0 
120,3899.0 
130,4508.0 
140,4369.0 
150,4907.0 
160,5047.0 
170,5582.0 
180,5948.0 
190,6503.0 
200,7017.0 
210,6866.0 
220,7055.0 
230,7345.0 
240,7770.0 
250,8347.0 
260,9068.0 
270,9073.0 
280,9609.0 
290,9446.0 
300,9921.0 
310,9979.0 
320,10384.0 
330,10621.0 
340,7007.0 
350,6480.0 
360,6379.0 
370,4957.0 
380,3516.0 
390,3.7e3 
400,3679.0 
407,2039.0 
