time,users,connected 
0,90,88 
10,188,94 
20,287,104 
30,435,141 
40,541,108 
50,646,107 
60,733,63 
70,885,153 
80,985,6 
90,1124,-31 
100,1252,21 
110,1357,-20 
120,1448,8 
130,1514,-14 
140,1612,9 
150,1785,1 
160,1904,16 
170,2005,-6 
180,2095,5 
190,2140,-21 
200,2172,8 
210,2297,4 
220,2374,8 
230,2479,1 
240,2595,-11 
250,2687,3 
260,2739,-11 
270,2870,3 
280,2932,-2 
290,2992,12 
300,3143,-14 
310,3205,25 
320,3300,-2 
330,3330,-10 
340,3330,-10 
350,3330,-39 
360,3330,-239 
370,3330,-26 
380,3330,-71 
390,3330,-98 
400,3330,-237 
410,3330,-126 
