time,502,200,500,302 
90,133,2286,4,1526 
100,396,2606,19,1769 
110,657,2948,30,2024 
120,969,3288,50,2270 
130,1420,3581,87,2482 
140,1908,3878,112,2701 
150,2468,4164,148,2933 
160,3053,4416,200,3160 
170,3700,4676,263,3394 
180,4534,4942,347,3643 
190,5349,5191,439,3871 
200,6148,5446,526,4139 
210,7153,5696,630,4384 
220,7989,5930,717,4637 
230,8967,6193,820,4909 
240,10060,6436,916,5149 
250,11259,6658,1008,5402 
260,12454,6895,1116,5652 
270,13773,7134,1231,5901 
280,15113,7366,1335,6142 
290,16430,7602,1445,6394 
300,18042,7798,1561,6658 
310,19640,8006,1667,6898 
320,21324,8247,1779,7149 
330,22026,8538,1932,7334 
340,22378,8794,2155,7480 
350,22820,9042,2356,7651 
360,23058,9304,2518,7833 
370,23058,9452,2793,8122 
380,23058,9527,3015,8493 
390,23058,9614,3249,8780 
400,23058,9681,3306,9111 
410,23058,9681,3306,9235 
