time,sentpackets@tsung_controller@ip-172-31-29-214 
10,744 
20,808.0 
30,785.0 
40,1585.0 
50,1688.0 
60,1516.0 
70,2057.0 
80,2534.0 
90,2869.0 
100,3336.0 
110,3683.0 
120,4032.0 
130,4292.0 
140,4644.0 
150,4634.0 
160,4834.0 
170,5883.0 
180,6085.0 
190,6557.0 
200,6858.0 
210,6872.0 
220,7003.0 
230,7476.0 
240,7772.0 
250,8702.0 
260,8840.0 
270,8784.0 
280,9072.0 
290,9282.0 
300,9315.0 
310,10072.0 
320,10004.0 
330,10313.0 
340,7185.0 
350,6387.0 
360,5937.0 
370,4408.0 
380,3630.0 
390,3684.0 
400,3610.0 
410,2116.0 
