time,users,connected 
0,86,83 
10,192,105 
20,295,104 
30,434,138 
40,540,109 
50,631,89 
60,718,72 
70,838,107 
80,902,66 
90,998,84 
100,1090,94 
110,1148,60 
120,1283,143 
130,1370,60 
140,1485,126 
150,1593,91 
160,1713,106 
170,1810,112 
180,1940,21 
190,2047,45 
200,2103,-22 
210,2217,2 
220,2342,-32 
230,2454,55 
240,2577,1 
250,2675,-63 
260,2757,59 
270,2849,-3 
280,2958,-13 
290,3064,15 
300,3227,17 
310,3257,-31 
320,3348,22 
330,3348,-144 
340,3348,-221 
350,3348,-276 
360,3348,-290 
370,3348,-58 
380,3348,-283 
390,3348,-237 
400,3348,-197 
410,3348,-115 
