time,freemem@tsung_controller@ip-172-31-31-18 
0,3520.5859375 
10,3518.17578125 
20,3514.77734375 
30,3511.578125 
40,3501.90625 
50,3494.0234375 
60,3491.796875 
70,3488.22265625 
80,3479.92578125 
90,3477.91015625 
100,3475.9296875 
110,3466.72265625 
120,3454.328125 
130,3447.23046875 
140,3445.296875 
150,3444.14453125 
160,3442.01171875 
170,3440.60546875 
180,3439.56640625 
190,3423.625 
200,3421.12109375 
210,3420.39453125 
220,3418.31640625 
230,3417.39453125 
240,3415.87109375 
250,3400.56640625 
260,3396.12109375 
270,3394.4921875 
280,3392.4453125 
290,3376.6953125 
300,3375.79296875 
310,3363.78515625 
320,3344.5859375 
330,3326.7734375 
340,3326.04296875 
350,3326.04296875 
360,3324.6796875 
370,3324.6796875 
