time,freemem@tsung_controller@ip-172-31-31-18 
0,3520.5859375 
10,3520.5859375 
20,3520.5859375 
30,3520.5859375 
40,3520.5859375 
50,3520.5859375 
60,3520.5859375 
70,3520.5859375 
80,3520.5859375 
90,3520.5859375 
100,3520.5859375 
110,3520.5859375 
120,3520.5859375 
130,3520.5859375 
140,3520.5859375 
150,3520.5859375 
160,3520.5859375 
170,3520.5859375 
180,3520.5859375 
190,3520.5859375 
200,3520.5859375 
210,3520.5859375 
220,3520.5859375 
230,3520.5859375 
240,3520.5859375 
250,3520.5859375 
260,3520.5859375 
270,3520.5859375 
280,3520.5859375 
290,3520.5859375 
300,3520.5859375 
310,3520.5859375 
320,3520.5859375 
330,3520.5859375 
340,3520.5859375 
350,3520.5859375 
360,3520.5859375 
370,3520.5859375 
