time,session 
30,35049.59 
40,35049.339 
50,35048.493 
60,35048.489 
70,35046.884 
80,35045.093 
90,35045.093 
100,35045.093 
110,35045.093 
120,35045.093 
130,35045.093 
140,35045.093 
150,35045.093 
160,35045.093 
170,35045.093 
180,35045.093 
190,35045.093 
200,35045.093 
210,35045.093 
220,35045.093 
230,35045.093 
240,35045.093 
250,35045.093 
260,35045.093 
270,35045.093 
280,35045.093 
290,35045.093 
300,35045.093 
310,35045.093 
320,35045.093 
330,35045.093 
340,35045.093 
350,35037.809 
360,35031.867 
370,35031.867 
