time,size_sent,size_rcv 
0,82.5515625,81.96796875 
10,183.27265625,182.7734375 
20,267.25390625,266.340625 
30,412.67421875,419.4421875 
40,631.51875,639.82421875 
50,849.8046875,863.41015625 
60,1099.22109375,1118.29140625 
70,1427.65,1480.08828125 
80,1791.621875,1859.47890625 
90,2235.90078125,2298.0578125 
100,2690.77265625,2759.1 
110,3197.546875,3287.40546875 
120,3729.63515625,3830.703125 
130,4320.6703125,4434.96640625 
140,4936.69375,5065.62265625 
150,5648.6515625,5779.49296875 
160,6375.43515625,6528.76171875 
170,7124.12890625,7281.4359375 
180,7897.19921875,8076.94140625 
190,8765.58203125,8939.63515625 
200,9616.72109375,9809.04921875 
210,10557.65625,10762.303125 
220,11512.259375,11756.09609375 
230,12461.46875,12696.7203125 
240,13531.88984375,13782.978125 
250,14558.1296875,14790.6375 
260,15690.83359375,15970.51875 
270,16867.53828125,17160.06015625 
280,18142.4578125,18459.5296875 
290,19364.39375,19682.49765625 
300,20608.659375,20937.84453125 
310,21907.9609375,22177.49765625 
320,23212.3921875,23440.9265625 
330,24195.821875,24640.68125 
340,25097.65078125,25448.784375 
350,25967.87890625,26250.815625 
360,26646.76328125,26677.490625 
370,27088.5578125,26863.653125 
