time,users,connected 
0,9,9 
10,22,22 
20,33,33 
30,44,43 
40,43,43 
50,54,53 
60,61,58 
70,88,77 
80,108,91 
90,127,106 
100,144,124 
110,149,132 
120,176,164 
130,193,175 
140,216,177 
150,243,196 
160,233,174 
170,193,138 
180,153,95 
190,132,49 
200,114,39 
210,102,17 
220,69,0 
230,46,0 
240,27,0 
250,4,0 
258,0,0 
