time,size_sent,size_rcv 
0,8.86015625,8.9171875 
10,14.1046875,14.02265625 
20,12.18359375,12.32109375 
30,14.440625,14.0859375 
40,10.21875,9.93125 
50,17.471875,17.284375 
60,25.75546875,25.3734375 
70,41.0078125,41.3109375 
80,41.284375,41.26953125 
90,47.271875,47.4171875 
100,57.4890625,56.48828125 
110,57.3296875,57.2765625 
120,90.41875,90.63125 
130,70.5,70.2625 
140,59.61015625,59.3984375 
150,75.1578125,74.62890625 
160,35.9609375,35.55 
170,65.55078125,64.465625 
180,63.6265625,62.79921875 
190,33.51171875,33.1078125 
200,29.1015625,28.4484375 
210,19.5140625,18.965625 
220,53.33515625,52.15546875 
230,37.30390625,36.34765625 
240,27.44140625,26.86484375 
250,40.39453125,19.2609375 
258,6.5046875,2.8 
