time,sentpackets@tsung_controller@ip-172-31-28-236 
10,90 
20,81.0 
30,67.0 
40,133.0 
50,217.0 
60,320.0 
70,154.0 
80,230.0 
90,336.0 
100,350.0 
110,404.0 
120,401.0 
130,366.0 
140,548.0 
150,619.0 
160,657.0 
170,312.0 
180,480.0 
190,593.0 
200,253.0 
210,188.0 
220,185.0 
230,148.0 
240,91.0 
250,267.0 
254,329.0 
