time,connect,request 
0,21.568,120.194 
10,21.568,120.194 
20,21.568,284.288 
30,21.568,284.288 
40,21.568,284.288 
50,21.568,284.288 
60,21.568,284.288 
70,21.568,284.288 
80,21.568,284.288 
90,21.568,284.288 
100,21.568,284.288 
110,21.568,284.288 
120,21.568,284.288 
130,21.568,284.288 
140,21.568,284.288 
150,21.568,284.288 
160,21.568,284.288 
170,21.568,284.288 
180,22.692,284.288 
190,22.692,284.288 
200,22.692,284.288 
210,22.692,284.288 
220,22.692,284.288 
230,22.692,284.288 
240,22.692,284.288 
250,22.692,284.288 
254,22.692,284.288 
