time,freemem@tsung_controller@ip-172-31-28-236 
0,3517.29296875 
10,3518.640625 
20,3519.48046875 
30,3519.40625 
40,3518.91015625 
50,3518.453125 
60,3518.109375 
70,3517.734375 
80,3516.671875 
90,3515.11328125 
100,3511.7109375 
110,3510.484375 
120,3509.7421875 
130,3508.3828125 
140,3508.23046875 
150,3508.234375 
160,3507.828125 
170,3507.609375 
180,3507.2578125 
190,3507.16015625 
200,3507.16796875 
210,3505.6328125 
220,3504.984375 
230,3504.99609375 
240,3505.00390625 
250,3504.6484375 
258,3504.66015625 
