time,recvpackets@tsung_controller@ip-172-31-23-21 
10,94 
20,67.0 
30,107.0 
40,211.0 
50,310.0 
60,440.0 
70,528.0 
80,786.0 
90,581.0 
100,644.0 
110,790.0 
120,925.0 
130,1009.0 
140,954.0 
150,1159.0 
160,1279.0 
170,1327.0 
180,1654.0 
190,1894.0 
200,1996.0 
210,2336.0 
220,2530.0 
230,2926.0 
240,3073.0 
250,2398.0 
260,1954.0 
270,2104.0 
280,2016.0 
290,1664.0 
300,1743.0 
310,1782.0 
320,1231.0 
330,560.0 
340,423.0 
