time,page 
0,68.88001511851803 
10,18.15430188935945 
20,14.780085890260226 
30,443.2774009147352 
40,319.92917974768693 
50,238.24622792593692 
60,1469.179940817545 
70,2234.7891596347636 
80,2185.799779653479 
90,3221.1934716255723 
100,4997.446227502035 
110,7514.913215975142 
120,8738.984125312874 
130,4873.1529696020225 
140,12616.408252651368 
150,12606.932721464816 
160,13650.564952236557 
170,12169.28932928342 
180,9707.36895014214 
190,8287.927750984058 
200,8329.36397858393 
210,6315.437109248067 
220,8685.786434035163 
230,5839.826805269057 
240,7623.7087147948305 
250,11128.806805694516 
260,9946.033895200051 
270,10564.507931564714 
280,14635.390057574938 
290,10675.123167709571 
300,15735.787739607953 
310,13094.39235391964 
320,25763.21529816069 
330,34405.77964192055 
340,28841.541042276178 
