time,users,connected 
0,12,11 
10,21,21 
20,35,35 
30,53,53 
40,75,75 
50,102,101 
60,130,121 
70,159,156 
80,203,199 
90,247,245 
100,293,290 
110,336,332 
120,382,371 
130,390,385 
140,434,424 
150,482,472 
160,568,554 
170,674,654 
180,789,775 
190,872,860 
200,981,964 
210,1108,1089 
220,1259,1200 
230,1400,1231 
240,1327,1171 
250,1133,1027 
260,934,889 
270,739,683 
280,625,560 
290,505,449 
300,363,300 
310,225,227 
320,162,154 
330,141,137 
340,126,126 
