time,connect,request 
0,7.5,14.3 
10,11.5,23.2 
20,8.6,16.4 
30,13,31.1 
40,17.5,42.9 
50,13.4,35.1 
60,20.1,51.9 
70,23.7,59 
80,25.6,63.7 
90,26.6,63.8 
100,34.4,75.2 
110,40.5,81.7 
120,42.6,86.4 
130,51,97.4 
140,50.6,105 
150,57.4,107.9 
160,55.7,112.5 
170,61.9,120.2 
180,70.1,138.2 
190,70.4,143.6 
200,69.5,139.5 
210,80.7,154 
220,82.6,150.2 
230,92.5,160.8 
240,102.9,170.2 
250,111.8,186.8 
260,112.4,183.5 
270,116.3,192.5 
280,121.6,201.6 
290,118.9,201.5 
300,132.5,216.5 
310,126.8,208.1 
320,131.3,208.1 
330,79.5,123.3 
340,53.3,109.1 
350,52.5,111.2 
360,27.7,83.7 
370,32,62.8 
380,25,58.5 
390,26.9,51.7 
400,4.7,31.2 
410,2.2,9.6 
420,1.2,5.9 
430,0.3,5.4 
440,0.3,5.4 
450,0.9,5.4 
