time,freemem@tsung_controller@ip-172-31-19-35 
0,3521.4296875 
10,3521.4296875 
20,3521.4296875 
30,3521.4296875 
40,3521.4296875 
50,3521.4296875 
60,3521.4296875 
70,3521.4296875 
80,3521.4296875 
90,3521.4296875 
100,3521.4296875 
110,3521.4296875 
120,3521.4296875 
130,3521.4296875 
140,3521.4296875 
150,3521.4296875 
160,3521.4296875 
170,3521.4296875 
180,3521.4296875 
190,3521.4296875 
200,3521.4296875 
210,3521.4296875 
220,3521.4296875 
230,3521.4296875 
240,3521.4296875 
250,3521.4296875 
260,3521.4296875 
270,3521.4296875 
280,3521.4296875 
290,3521.4296875 
300,3521.4296875 
310,3521.4296875 
320,3521.4296875 
330,3521.4296875 
340,3521.4296875 
350,3521.4296875 
360,3521.4296875 
370,3521.4296875 
380,3521.4296875 
390,3521.4296875 
400,3521.4296875 
410,3521.4296875 
420,3521.4296875 
430,3521.4296875 
440,3521.4296875 
450,3521.4296875 
