time,page 
0,10.245 
10,6.616 
20,6.49 
30,6.49 
40,6.49 
50,6.49 
60,6.49 
70,6.49 
80,5.905 
90,5.905 
100,5.905 
110,5.905 
120,5.905 
130,5.905 
140,5.905 
150,5.905 
160,5.905 
170,5.905 
180,5.905 
190,5.905 
200,5.905 
210,5.905 
220,5.905 
230,5.905 
240,5.905 
250,5.905 
260,5.905 
270,5.905 
280,5.905 
290,5.905 
300,5.905 
310,0.45 
320,0.45 
330,0.45 
340,0.45 
350,0.45 
360,0.45 
370,0.45 
380,0.45 
390,0.45 
400,0.45 
405,0.45 
