time,page 
0,33.30121111111112 
10,29.08490990990991 
20,28.823237623762374 
30,37.67049162011172 
40,25.19210507246378 
50,27.20173255813953 
60,27.333248251748223 
70,30.216860240963854 
80,24.137819413092522 
90,27.00883522727273 
100,27.79383242258653 
110,25.979619469026556 
120,30.140977678571442 
130,26.921107954545462 
140,38.7302273361227 
150,29.692440000000012 
160,30.28181087470449 
170,31.342170949720696 
180,34.93617615467245 
190,34.62320739219717 
200,37.59556459330142 
210,61.260735960591106 
220,49.01287043478262 
230,45.31571391076117 
240,57.81565063091494 
250,61.66238009049772 
260,54.868695141065835 
270,81.61596469740637 
280,180.06447311827964 
290,155.2180820124053 
300,545.409555786555 
310,1391.1407751105492 
320,1496.184196449702 
330,845.6880224719102 
340,89.61474172185443 
350,32.658964003511876 
360,22.462638522427422 
370,13.285403651115626 
380,13.457039094650197 
390,13.642918772563185 
400,10.929145408163269 
405,8.346204081632653 
