time,users_count,finish_users_count 
0,9.5,0 
10,11.1,0 
20,9.6,0 
30,12.1,2.1 
40,16.1,5.8 
50,14.2,6.3 
60,18.3,4.4 
70,19.8,8 
80,19.2,12.8 
90,26.7,12.4 
100,24.9,14.7 
110,22.7,17 
120,27.3,18.1 
130,28.7,20.2 
140,27.9,21.5 
150,32.8,22.4 
160,32.9,23.7 
170,34.7,27.7 
180,38.7,26.9 
190,39,27.6 
200,40.4,32.2 
210,43.5,31.9 
220,42.5,33.6 
230,44.2,35.2 
240,52.4,36.4 
250,51,40.3 
260,47.9,39.2 
270,55.8,41.3 
280,58.4,44.6 
290,52.5,45.2 
300,63.3,43.2 
310,58.6,45 
320,57.4,56.8 
330,0.7,60.1 
340,0,62.3 
350,0,57 
360,0,45.1 
370,0,26.5 
380,0,22.8 
390,0,25.4 
400,0,29.5 
405,0,9.6 
