time,sentpackets@tsung_controller@ip-172-31-19-35 
10,827 
20,791.0 
30,753.0 
40,1463.0 
50,1702.0 
60,1721.0 
70,1998.0 
80,2792.0 
90,2884.0 
100,3593.0 
110,3693.0 
120,3484.0 
130,4664.0 
140,4599.0 
150,4706.0 
160,5126.0 
170,5537.0 
180,5831.0 
190,6185.0 
200,6227.0 
210,6867.0 
220,7431.0 
230,7257.0 
240,7668.0 
250,8425.0 
260,8844.0 
270,8716.0 
280,9452.0 
290,9719.0 
300,9319.0 
310,10402.0 
320,10288.0 
330,10594.0 
340,7316.0 
350,6635.0 
360,6599.0 
370,4318.0 
380,3344.0 
390,3399.0 
400,3563.0 
405,2022.0 
